Text,Problem,Question,Numbers,Equation,Answer
there are 8 different books and 10 different movies in the ' crazy silly school ' series . if you read 19 of the books and watched 61 of the movies how many more books than movies have you read ?,there are [NUM] different books and [NUM] different movies in the ' crazy silly school ' series . if you read [NUM] of the books and watched [NUM] of the movies how many more books than movies have you read ?,how many more books than movies have you read ?,8 10 19 61,n1 - n0,2
there are 8 different books and 10 different movies in the ' crazy silly school ' series . if you read 19 of the books and watched 61 of the movies how many more movies than books have you read ?,there are [NUM] different books and [NUM] different movies in the ' crazy silly school ' series . if you read [NUM] of the books and watched [NUM] of the movies how many more movies than books have you read ?,how many more movies than books have you read ?,8 10 19 61,n1 - n0,2
there are 17 different movies and 11 different books in the ' crazy silly school ' series . if you read 13 of the books and watched 63 of the movies how many more books do you still have to read ?,there are [NUM] different movies and [NUM] different books in the ' crazy silly school ' series . if you read [NUM] of the books and watched [NUM] of the movies how many more books do you still have to read ?,how many more books do you still have to read ?,17 11 13 63,n0 - n1,6
there are 17 different movies and 11 different books in the ' crazy silly school ' series . if you read 13 of the books and watched 63 of the movies how many more movies do you still have to watch ?,there are [NUM] different movies and [NUM] different books in the ' crazy silly school ' series . if you read [NUM] of the books and watched [NUM] of the movies how many more movies do you still have to watch ?,how many more movies do you still have to watch ?,17 11 13 63,n0 - n1,6
there are 17 different movies and 11 different books in the ' crazy silly school ' series . if you read 13 of the books and watched 63 of the movies how many more books than movies are there in the ' crazy silly school ' series ?,there are [NUM] different movies and [NUM] different books in the ' crazy silly school ' series . if you read [NUM] of the books and watched [NUM] of the movies how many more books than movies are there in the ' crazy silly school ' series ?,how many more books than movies are there in the ' crazy silly school ' series ?,17 11 13 63,n0 - n1,6
there are 8 different books and 5 different movies in the ' crazy silly school ' series . if you read 19 of the movies and watched 16 of the books how many more books than movies have you read ?,there are [NUM] different books and [NUM] different movies in the ' crazy silly school ' series . if you read [NUM] of the movies and watched [NUM] of the books how many more books than movies have you read ?,how many more books than movies have you read ?,8 5 19 16,n2 - n3,3
at the arcade dave had won 18 tickets . if he used 5 to buy some toys and 11 more to buy some clothes how many more tickets did dave use to buy toys than he did to buy clothes ?,at the arcade dave had won [NUM] tickets . if he used [NUM] to buy some toys and [NUM] more to buy some clothes how many more tickets did dave use to buy toys than he did to buy clothes ?,how many more tickets did dave use to buy toys than he did to buy clothes ?,18 5 11,n0 - ( n1 + n2 ),2
at the arcade dave had won 18 tickets . if he used 5 to buy some toys and 11 more to buy some clothes how many more tickets did dave use to buy clothes than he did to buy toys ?,at the arcade dave had won [NUM] tickets . if he used [NUM] to buy some toys and [NUM] more to buy some clothes how many more tickets did dave use to buy clothes than he did to buy toys ?,how many more tickets did dave use to buy clothes than he did to buy toys ?,18 5 11,n0 - ( n1 + n2 ),2
haley grew 13 trees in her backyard . after a typhoon 6 died . how many more trees died in the typhoon than those that survived ?,haley grew [NUM] trees in her backyard . after a typhoon [NUM] died . how many more trees died in the typhoon than those that survived ?,how many more trees died in the typhoon than those that survived ?,13 6,( n0 - n1 ) - n1,1
after a typhoon 2 trees in haley 's backyard died . if she had grown 12 trees initially how many more trees died in the typhoon than those that survived ?,after a typhoon [NUM] trees in haley 's backyard died . if she had grown [NUM] trees initially how many more trees died in the typhoon than those that survived ?,how many more trees died in the typhoon than those that survived ?,2 12,n1 - n0,10
after a typhoon 2 trees in haley 's backyard died . if she had grown 12 trees initially how many more trees survived the typhoon than those that died ?,after a typhoon [NUM] trees in haley 's backyard died . if she had grown [NUM] trees initially how many more trees survived the typhoon than those that died ?,how many more trees survived the typhoon than those that died ?,2 12,n1 - n0,10
he then went to see the oranges being harvested . he found out that they harvest 8 sacks per day . how many oranges do they harvest per day if each sack contains 24 oranges ?,he then went to see the oranges being harvested . he found out that they harvest [NUM] sacks per day . how many oranges do they harvest per day if each sack contains [NUM] oranges ?,how many oranges do they harvest per day if each sack contains [NUM] oranges ?,8 24,n1 / n0,3
he then went to see the oranges being harvested . he found out that they harvest 38 sacks per day and that each sack containes 42 oranges . how many oranges will they have after 49 days of harvest ?,he then went to see the oranges being harvested . he found out that they harvest [NUM] sacks per day and that each sack containes [NUM] oranges . how many oranges will they have after [NUM] days of harvest ?,how many oranges will they have after [NUM] days of harvest ?,38 42 49,n0 * n2,1862
he then went to see the oranges being harvested . he found out that they harvest 38 sacks per day and that each sack containes 42 oranges . how many days will it take to harvest 49 sacks of oranges ?,he then went to see the oranges being harvested . he found out that they harvest [NUM] sacks per day and that each sack containes [NUM] oranges . how many days will it take to harvest [NUM] sacks of oranges ?,how many days will it take to harvest [NUM] sacks of oranges ?,38 42 49,n0 * n2,1862
he then went to see the oranges being harvested . he found out that they harvest 38 sacks per day and that each sack containes 42 oranges . how many oranges are harvested if they harvest a total of 49 sacks of oranges ?,he then went to see the oranges being harvested . he found out that they harvest [NUM] sacks per day and that each sack containes [NUM] oranges . how many oranges are harvested if they harvest a total of [NUM] sacks of oranges ?,how many oranges are harvested if they harvest a total of [NUM] sacks of oranges ?,38 42 49,n0 * n2,1862
he then went to see the oranges being harvested . he found out that they harvest 31 sacks of ripe oranges and 24 sacks of unripe oranges per day . how many sacks of oranges will they have after 45 days of harvest ?,he then went to see the oranges being harvested . he found out that they harvest [NUM] sacks of ripe oranges and [NUM] sacks of unripe oranges per day . how many sacks of oranges will they have after [NUM] days of harvest ?,how many sacks of oranges will they have after [NUM] days of harvest ?,31 24 45,n1 * n2,1080
he then went to see the oranges being harvested . he found out that they harvest 31 sacks of ripe oranges and 24 sacks of unripe oranges per day . how many sacks of ripe oranges will they have after 45 days of harvest ?,he then went to see the oranges being harvested . he found out that they harvest [NUM] sacks of ripe oranges and [NUM] sacks of unripe oranges per day . how many sacks of ripe oranges will they have after [NUM] days of harvest ?,how many sacks of ripe oranges will they have after [NUM] days of harvest ?,31 24 45,n1 * n2,1080
he then went to see the oranges being harvested . he found out that they harvest 71 sacks of unripe oranges and 60 sacks of ripe oranges per day . how many more sacks of ripe oranges than unripe oranges are harvested per day ?,he then went to see the oranges being harvested . he found out that they harvest [NUM] sacks of unripe oranges and [NUM] sacks of ripe oranges per day . how many more sacks of ripe oranges than unripe oranges are harvested per day ?,how many more sacks of ripe oranges than unripe oranges are harvested per day ?,71 60,n0 - n1,11
the razorback t-shirt shop makes $ 98 dollars off each t-shirt sold . during the arkansas game and the texas tech game they sold a total of 163 t-shirts . if they sold 89 t-shirts during the arkansas game how much money did they make from selling the t-shirts ?,the razorback t-shirt shop makes $ [NUM] dollars off each t-shirt sold . during the arkansas game and the texas tech game they sold a total of [NUM] t-shirts . if they sold [NUM] t-shirts during the arkansas game how much money did they make from selling the t-shirts ?,how much money did they make from selling the t-shirts ?,98 163 89,n0 * n2,8722
the razorback t-shirt shop makes $ 98 dollars off each t-shirt sold . during the arkansas game and the texas tech game they sold a total of 163 t-shirts . if they sold 89 t-shirts during the arkansas game how many t-shirts did they sell during the texas tech game ?,the razorback t-shirt shop makes $ [NUM] dollars off each t-shirt sold . during the arkansas game and the texas tech game they sold a total of [NUM] t-shirts . if they sold [NUM] t-shirts during the arkansas game how many t-shirts did they sell during the texas tech game ?,how many t-shirts did they sell during the texas tech game ?,98 163 89,n0 * n2,8722
the razorback t-shirt shop makes $ 98 dollars off each t-shirt sold . during the arkansas game and the texas tech game they sold a total of 163 t-shirts . if they sold 89 t-shirts during the arkansas game how much money did they make from selling the t-shirts during the texas tech game ?,the razorback t-shirt shop makes $ [NUM] dollars off each t-shirt sold . during the arkansas game and the texas tech game they sold a total of [NUM] t-shirts . if they sold [NUM] t-shirts during the arkansas game how much money did they make from selling the t-shirts during the texas tech game ?,how much money did they make from selling the t-shirts during the texas tech game ?,98 163 89,n0 * n2,8722
the razorback shop makes $ 192 dollars off each t-shirt and $ 34 off each jersey . during the arkansas and texas tech game they sold 157 t-shirts and 19 jerseys . how much money did they make from selling the t-shirts ?,the razorback shop makes $ [NUM] dollars off each t-shirt and $ [NUM] off each jersey . during the arkansas and texas tech game they sold [NUM] t-shirts and [NUM] jerseys . how much money did they make from selling the t-shirts ?,how much money did they make from selling the t-shirts ?,192 34 157 19,n0 - n1,158
the razorback shop makes $ 192 dollars off each t-shirt and $ 34 off each jersey . during the arkansas and texas tech game they sold 157 t-shirts and 19 jerseys . how much money did they make from selling the jerseys ?,the razorback shop makes $ [NUM] dollars off each t-shirt and $ [NUM] off each jersey . during the arkansas and texas tech game they sold [NUM] t-shirts and [NUM] jerseys . how much money did they make from selling the jerseys ?,how much money did they make from selling the jerseys ?,192 34 157 19,n0 - n1,158
the razorback shop makes $ 192 dollars off each t-shirt and $ 34 off each jersey . during the arkansas and texas tech game they sold 157 t-shirts and 19 jerseys . how much more does a jersey cost than a t-shirt ?,the razorback shop makes $ [NUM] dollars off each t-shirt and $ [NUM] off each jersey . during the arkansas and texas tech game they sold [NUM] t-shirts and [NUM] jerseys . how much more does a jersey cost than a t-shirt ?,how much more does a jersey cost than a t-shirt ?,192 34 157 19,n0 - n1,158
the razorback shop makes $ 76 dollars off each jersey and $ 204 off each t-shirt . during the arkansas and texas tech game they sold 158 t-shirts and 2 jerseys . how much money did they make from selling the t-shirts ?,the razorback shop makes $ [NUM] dollars off each jersey and $ [NUM] off each t-shirt . during the arkansas and texas tech game they sold [NUM] t-shirts and [NUM] jerseys . how much money did they make from selling the t-shirts ?,how much money did they make from selling the t-shirts ?,76 204 158 2,n0 * n3,152
the razorback shop makes $ 76 dollars off each jersey and $ 204 off each t-shirt . during the arkansas and texas tech game they sold 158 t-shirts and 2 jerseys . how much more does a t-shirt cost than a jersey ?,the razorback shop makes $ [NUM] dollars off each jersey and $ [NUM] off each t-shirt . during the arkansas and texas tech game they sold [NUM] t-shirts and [NUM] jerseys . how much more does a t-shirt cost than a jersey ?,how much more does a t-shirt cost than a jersey ?,76 204 158 2,n0 * n3,152
the razorback shop makes $ 76 dollars off each jersey and $ 204 off each t-shirt . during the arkansas and texas tech game they sold 158 t-shirts and 2 jerseys . how much more does a jersey cost than a t-shirt ?,the razorback shop makes $ [NUM] dollars off each jersey and $ [NUM] off each t-shirt . during the arkansas and texas tech game they sold [NUM] t-shirts and [NUM] jerseys . how much more does a jersey cost than a t-shirt ?,how much more does a jersey cost than a t-shirt ?,76 204 158 2,n0 * n3,152
they decided to hold the party in their backyard . if they have 11 sets of tables and each set has 13 chairs how many more chairs than tables do they have ?,they decided to hold the party in their backyard . if they have [NUM] sets of tables and each set has [NUM] chairs how many more chairs than tables do they have ?,how many more chairs than tables do they have ?,11 13,n0 * n1,143
lewis earns $ 491 every week during the 1181 weeks of harvest . if he has to pay $ 216 rent every week how much money does he earn during harvest season ?,lewis earns $ [NUM] every week during the [NUM] weeks of harvest . if he has to pay $ [NUM] rent every week how much money does he earn during harvest season ?,how much money does he earn during harvest season ?,491 1181 216,( n0 - n2 ) * n1,324775
lewis earns $ 491 every week during the 1181 weeks of harvest . if he has to pay $ 216 rent every week how much money does he pay as rent during the harvest season ?,lewis earns $ [NUM] every week during the [NUM] weeks of harvest . if he has to pay $ [NUM] rent every week how much money does he pay as rent during the harvest season ?,how much money does he pay as rent during the harvest season ?,491 1181 216,( n0 - n2 ) * n1,324775
bryan took a look at his books and magazines . if he has 23 books and 61 magazines in each of his 29 bookshelves how many books does he have in total ?,bryan took a look at his books and magazines . if he has [NUM] books and [NUM] magazines in each of his [NUM] bookshelves how many books does he have in total ?,how many books does he have in total ?,23 61 29,( n0 + n1 ) * n2,2436
bryan took a look at his books and magazines . if he has 23 books and 61 magazines in each of his 29 bookshelves how many magazines does he have in total ?,bryan took a look at his books and magazines . if he has [NUM] books and [NUM] magazines in each of his [NUM] bookshelves how many magazines does he have in total ?,how many magazines does he have in total ?,23 61 29,( n0 + n1 ) * n2,2436
the ferris wheel in paradise park has 2 small seats and 23 large seats . each small seat can hold 14 people and large seat can hold 54 people . how many people can ride the ferris wheel on large seats ?,the ferris wheel in paradise park has [NUM] small seats and [NUM] large seats . each small seat can hold [NUM] people and large seat can hold [NUM] people . how many people can ride the ferris wheel on large seats ?,how many people can ride the ferris wheel on large seats ?,2 23 14 54,n0 * n2,28
we ordered 9 pizzas . each pizza has 10 slices . if there are 2 of us how many slices of pizza are there altogether ?,we ordered [NUM] pizzas . each pizza has [NUM] slices . if there are [NUM] of us how many slices of pizza are there altogether ?,how many slices of pizza are there altogether ?,9 10 2,n0 * ( n1 / n2 ),45
paige was helping her mom plant flowers and together they planted 55 seeds . they put 15 seeds in each flower bed and only 60 seeds grew into flowers in each flower bed . how many flower beds did they have ?,paige was helping her mom plant flowers and together they planted [NUM] seeds . they put [NUM] seeds in each flower bed and only [NUM] seeds grew into flowers in each flower bed . how many flower beds did they have ?,how many flower beds did they have ?,55 15 60,n2 * ( n0 / n1 ),220
matthew had 15 crackers . if matthew gave equal numbers of crackers to his 5 friends and still had 10 crackers left how many crackers did matthew give to his friends ?,matthew had [NUM] crackers . if matthew gave equal numbers of crackers to his [NUM] friends and still had [NUM] crackers left how many crackers did matthew give to his friends ?,how many crackers did matthew give to his friends ?,15 5 10,( n0 - n2 ) / n1,1
matthew had 29 crackers and 30 cakes . if matthew gave equal numbers of crackers and cakes to his 2 friends how many crackers did each person eat ?,matthew had [NUM] crackers and [NUM] cakes . if matthew gave equal numbers of crackers and cakes to his [NUM] friends how many crackers did each person eat ?,how many crackers did each person eat ?,29 30 2,n1 / n2,15
matthew had 29 crackers and 30 cakes . if matthew gave equal numbers of crackers and cakes to his 2 friends how many crackers and cakes did each person eat ?,matthew had [NUM] crackers and [NUM] cakes . if matthew gave equal numbers of crackers and cakes to his [NUM] friends how many crackers and cakes did each person eat ?,how many crackers and cakes did each person eat ?,29 30 2,n1 / n2,15
matthew had 23 crackers . he has 11 crackers left after he gave equal numbers of crackers to his 2 friends . how many crackers did matthew give to his friends ?,matthew had [NUM] crackers . he has [NUM] crackers left after he gave equal numbers of crackers to his [NUM] friends . how many crackers did matthew give to his friends ?,how many crackers did matthew give to his friends ?,23 11 2,( n0 - n1 ) / n2,6
matthew gave equal numbers of crackers and cakes to his 4 friends . if he had 32 crackers and 98 cakes initially how many cakes did each person eat ?,matthew gave equal numbers of crackers and cakes to his [NUM] friends . if he had [NUM] crackers and [NUM] cakes initially how many cakes did each person eat ?,how many cakes did each person eat ?,4 32 98,n1 / n0,8
matthew gave equal numbers of crackers and cakes to his 4 friends . if he had 32 crackers and 98 cakes initially how many crackers and cakes did each person eat ?,matthew gave equal numbers of crackers and cakes to his [NUM] friends . if he had [NUM] crackers and [NUM] cakes initially how many crackers and cakes did each person eat ?,how many crackers and cakes did each person eat ?,4 32 98,n1 / n0,8
debby bought 200 water bottles and 256 soda bottles when they were on sale . if she drank 312 water bottles and 4 soda bottles a day how many days would the water bottles last ?,debby bought [NUM] water bottles and [NUM] soda bottles when they were on sale . if she drank [NUM] water bottles and [NUM] soda bottles a day how many days would the water bottles last ?,how many days would the water bottles last ?,200 256 312 4,n1 / n3,64
debby bought 95 soda bottles and 180 water bottles when they were on sale . if she drank 15 water bottles and 54 soda bottles a day how many days would the soda bottles last ?,debby bought [NUM] soda bottles and [NUM] water bottles when they were on sale . if she drank [NUM] water bottles and [NUM] soda bottles a day how many days would the soda bottles last ?,how many days would the soda bottles last ?,95 180 15 54,n1 / n2,12
faye was placing her pencils into rows with 22 pencils in each row . she had 6 packs of pencils each one having 14 pencils . how many rows could she make ?,faye was placing her pencils into rows with [NUM] pencils in each row . she had [NUM] packs of pencils each one having [NUM] pencils . how many rows could she make ?,how many rows could she make ?,22 6 14,n1 * n2,84
faye was placing her pencils and crayons into 11 rows with 31 pencils and 27 crayons in each row . how many pencils does she have ?,faye was placing her pencils and crayons into [NUM] rows with [NUM] pencils and [NUM] crayons in each row . how many pencils does she have ?,how many pencils does she have ?,11 31 27,( n1 + n2 ) * n0,638
faye was placing her pencils and crayons into 11 rows with 31 pencils and 27 crayons in each row . how many crayons does she have ?,faye was placing her pencils and crayons into [NUM] rows with [NUM] pencils and [NUM] crayons in each row . how many crayons does she have ?,how many crayons does she have ?,11 31 27,( n1 + n2 ) * n0,638
faye had 35 packs of pencils each one having 4 pencils . she was placing her pencils into rows with 2 pencils in each row . how many pencils does she have ?,faye had [NUM] packs of pencils each one having [NUM] pencils . she was placing her pencils into rows with [NUM] pencils in each row . how many pencils does she have ?,how many pencils does she have ?,35 4 2,n0 * ( n1 / n2 ),70
faye was placing her pencils and crayons into 16 rows with 6 crayons and 21 pencils in each row . how many pencils does she have ?,faye was placing her pencils and crayons into [NUM] rows with [NUM] crayons and [NUM] pencils in each row . how many pencils does she have ?,how many pencils does she have ?,16 6 21,n0 * n1,96
the school is planning a field trip . the school has 102 classrooms . there are 11 students in the school and 99 seats on each school bus . if 8 students do n't want to go for the trip how many buses are needed to take the trip ?,the school is planning a field trip . the school has [NUM] classrooms . there are [NUM] students in the school and [NUM] seats on each school bus . if [NUM] students do n't want to go for the trip how many buses are needed to take the trip ?,how many buses are needed to take the trip ?,102 11 99 8,n1 - n3,3
frank was reading through his favorite book . the book had 555 pages equally distributed over 5 chapters . it took frank 220 days to finish the book . how many pages did he read per day ?,frank was reading through his favorite book . the book had [NUM] pages equally distributed over [NUM] chapters . it took frank [NUM] days to finish the book . how many pages did he read per day ?,how many pages did he read per day ?,555 5 220,n0 / n1,111
frank was reading through his favorite book . the book had 555 pages equally distributed over 5 chapters . it took frank 220 days to finish the book . how many chapters did he read per day ?,frank was reading through his favorite book . the book had [NUM] pages equally distributed over [NUM] chapters . it took frank [NUM] days to finish the book . how many chapters did he read per day ?,how many chapters did he read per day ?,555 5 220,n0 / n1,111
frank was reading through his favorite book . the book had 2 chapters each with 405 pages . it took frank 664 days to finish the book . how many pages did he read per day ?,frank was reading through his favorite book . the book had [NUM] chapters each with [NUM] pages . it took frank [NUM] days to finish the book . how many pages did he read per day ?,how many pages did he read per day ?,2 405 664,n2 / n0,332
frank was reading through his favorite book . the book had 2 chapters each with 405 pages . it took frank 664 days to finish the book . how many pages are in each chapter ?,frank was reading through his favorite book . the book had [NUM] chapters each with [NUM] pages . it took frank [NUM] days to finish the book . how many pages are in each chapter ?,how many pages are in each chapter ?,2 405 664,n2 / n0,332
there are 142 bananas and 356 oranges in philip 's collection . if the bananas are organized into 47 groups and oranges are organized into 178 groups how big is each group of bananas ?,there are [NUM] bananas and [NUM] oranges in philip 's collection . if the bananas are organized into [NUM] groups and oranges are organized into [NUM] groups how big is each group of bananas ?,how big is each group of bananas ?,142 356 47 178,n1 / n3,2
there are 384 oranges and 192 bananas in philip 's collection . if the bananas are organized into 345 groups and oranges are organized into 16 groups how big is each group of bananas ?,there are [NUM] oranges and [NUM] bananas in philip 's collection . if the bananas are organized into [NUM] groups and oranges are organized into [NUM] groups how big is each group of bananas ?,how big is each group of bananas ?,384 192 345 16,n0 / n3,24
a grocery store had 22 bottles of regular soda and 61 bottles of diet soda . how many more bottles of regular soda than diet soda did they have ?,a grocery store had [NUM] bottles of regular soda and [NUM] bottles of diet soda . how many more bottles of regular soda than diet soda did they have ?,how many more bottles of regular soda than diet soda did they have ?,22 61,n1 - n0,39
a grocery store had 79 bottles of regular soda 53 bottles of diet soda and 42 apples . how many bottles did they have total ?,a grocery store had [NUM] bottles of regular soda [NUM] bottles of diet soda and [NUM] apples . how many bottles did they have total ?,how many bottles did they have total ?,79 53 42,n0 - n1,26
a grocery store had 79 bottles of regular soda 53 bottles of diet soda and 42 apples . how many more bottles than apple did they have ?,a grocery store had [NUM] bottles of regular soda [NUM] bottles of diet soda and [NUM] apples . how many more bottles than apple did they have ?,how many more bottles than apple did they have ?,79 53 42,n0 - n1,26
a grocery store had 81 bottles of regular soda 60 bottles of diet soda and 60 bottles of lite soda . how many bottles did they have total ?,a grocery store had [NUM] bottles of regular soda [NUM] bottles of diet soda and [NUM] bottles of lite soda . how many bottles did they have total ?,how many bottles did they have total ?,81 60 60,n0 - n1,21
a grocery store had 81 bottles of regular soda 60 bottles of diet soda and 60 bottles of lite soda . how many bottles of regular soda and diet soda did they have altogether ?,a grocery store had [NUM] bottles of regular soda [NUM] bottles of diet soda and [NUM] bottles of lite soda . how many bottles of regular soda and diet soda did they have altogether ?,how many bottles of regular soda and diet soda did they have altogether ?,81 60 60,n0 - n1,21
a mailman has to give 4 pieces of junk mail to each house in each of the 16 blocks . if there are 17 houses in each block how many pieces of junk mail should he give in each block ?,a mailman has to give [NUM] pieces of junk mail to each house in each of the [NUM] blocks . if there are [NUM] houses in each block how many pieces of junk mail should he give in each block ?,how many pieces of junk mail should he give in each block ?,4 16 17,( n0 * n2 ) * n1,1088
rebecca wants to split a collection of eggs into groups of 5 . rebecca has 10 marbles and 15 eggs . how many more eggs does rebecca have than marbles ?,rebecca wants to split a collection of eggs into groups of [NUM] . rebecca has [NUM] marbles and [NUM] eggs . how many more eggs does rebecca have than marbles ?,how many more eggs does rebecca have than marbles ?,5 10 15,n2 / n0,3
during summer break 202958 kids from lawrence county go to camp and the other 777622 kids stay home . how many more kids spent their summer break at the camp compared to those who stayed home ?,during summer break [NUM] kids from lawrence county go to camp and the other [NUM] kids stay home . how many more kids spent their summer break at the camp compared to those who stayed home ?,how many more kids spent their summer break at the camp compared to those who stayed home ?,202958 777622,n1 - n0,574664
during summer break 610769 kids from lawrence county go to camp and the other 590796 kids stay home . an additional 22 kids from outside the county attended the camp . how many kids in total attended the camp ?,during summer break [NUM] kids from lawrence county go to camp and the other [NUM] kids stay home . an additional [NUM] kids from outside the county attended the camp . how many kids in total attended the camp ?,how many kids in total attended the camp ?,610769 590796 22,n0 + n1,1201565
adam has 9 apples . jackie has 10 apples . how many more apples does adam have than jackie ?,adam has [NUM] apples . jackie has [NUM] apples . how many more apples does adam have than jackie ?,how many more apples does adam have than jackie ?,9 10,n1 - n0,1
helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked 19 chocolate chip cookies yesterday and 231 raisin cookies and 237 chocolate chip cookies this morning . how many chocolate chip cookies did helen bake ?,helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked [NUM] chocolate chip cookies yesterday and [NUM] raisin cookies and [NUM] chocolate chip cookies this morning . how many chocolate chip cookies did helen bake ?,how many chocolate chip cookies did helen bake ?,19 231 237,( n0 + n2 ) - n1,25
helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked 197 chocolate chip cookies and 46 raisin cookies yesterday . and she baked 75 raisin cookies and 66 chocolate chip cookies this morning . how many chocolate chip cookies did helen bake ?,helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked [NUM] chocolate chip cookies and [NUM] raisin cookies yesterday . and she baked [NUM] raisin cookies and [NUM] chocolate chip cookies this morning . how many chocolate chip cookies did helen bake ?,how many chocolate chip cookies did helen bake ?,197 46 75 66,n0 - n3,131
helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked 197 chocolate chip cookies and 46 raisin cookies yesterday . and she baked 75 raisin cookies and 66 chocolate chip cookies this morning . how many raisin cookies did helen bake ?,helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked [NUM] chocolate chip cookies and [NUM] raisin cookies yesterday . and she baked [NUM] raisin cookies and [NUM] chocolate chip cookies this morning . how many raisin cookies did helen bake ?,how many raisin cookies did helen bake ?,197 46 75 66,n0 - n3,131
helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked 197 chocolate chip cookies and 46 raisin cookies yesterday . and she baked 75 raisin cookies and 66 chocolate chip cookies this morning . how many more raisin cookies did helen bake yesterday compared to today ?,helen the hippo and her friends are preparing for thanksgiving at helen 's house . helen baked [NUM] chocolate chip cookies and [NUM] raisin cookies yesterday . and she baked [NUM] raisin cookies and [NUM] chocolate chip cookies this morning . how many more raisin cookies did helen bake yesterday compared to today ?,how many more raisin cookies did helen bake yesterday compared to today ?,197 46 75 66,n0 - n3,131
katie had 57 new games and 39 old games . her friends had 34 new games . how many new games do they have together ?,katie had [NUM] new games and [NUM] old games . her friends had [NUM] new games . how many new games do they have together ?,how many new games do they have together ?,57 39 34,( n0 + n1 ) - n2,62
last week fred had 19 dollars and jason had 16 dollars . they washed cars over the weekend and now fred has 40 dollars and jason has 69 dollars . how much money did jason make over the weekend ?,last week fred had [NUM] dollars and jason had [NUM] dollars . they washed cars over the weekend and now fred has [NUM] dollars and jason has [NUM] dollars . how much money did jason make over the weekend ?,how much money did jason make over the weekend ?,19 16 40 69,n2 - n0,21
last week fred had 47 dollars and jason had 99 dollars . over the weekend fred delivered newspapers earning 111 dollars and washed cars earning 34 dollars . how much money did fred earn over the weekend ?,last week fred had [NUM] dollars and jason had [NUM] dollars . over the weekend fred delivered newspapers earning [NUM] dollars and washed cars earning [NUM] dollars . how much money did fred earn over the weekend ?,how much money did fred earn over the weekend ?,47 99 111 34,( n0 + n2 ) + n3,192
jessie weighed 114 kilograms . after she started to go jogging everyday she lost 50 kilograms in the first week and 60 kilograms in the second week . how much did she weigh after the first week of jogging ?,jessie weighed [NUM] kilograms . after she started to go jogging everyday she lost [NUM] kilograms in the first week and [NUM] kilograms in the second week . how much did she weigh after the first week of jogging ?,how much did she weigh after the first week of jogging ?,114 50 60,( n0 - n1 ) - n2,4
a farmer had 171 tomatoes in his garden . if he picked 134 of them yesterday and 30 today . how many did he have left after yesterday 's picking ?,a farmer had [NUM] tomatoes in his garden . if he picked [NUM] of them yesterday and [NUM] today . how many did he have left after yesterday 's picking ?,how many did he have left after yesterday 's picking ?,171 134 30,( n0 - n1 ) - n2,7
a farmer had 171 tomatoes in his garden . if he picked 134 of them yesterday and 30 today . how many tomatoes did he pick in all ?,a farmer had [NUM] tomatoes in his garden . if he picked [NUM] of them yesterday and [NUM] today . how many tomatoes did he pick in all ?,how many tomatoes did he pick in all ?,171 134 30,( n0 - n1 ) - n2,7
robin has 28 packages of gum and 13 packages of candy . there are 4 pieces in each package . how many pieces of candies does robin have ?,robin has [NUM] packages of gum and [NUM] packages of candy . there are [NUM] pieces in each package . how many pieces of candies does robin have ?,how many pieces of candies does robin have ?,28 13 4,n0 / n2,7
robin has 28 packages of gum and 13 packages of candy . there are 4 pieces in each package . how many pieces does robin have ?,robin has [NUM] packages of gum and [NUM] packages of candy . there are [NUM] pieces in each package . how many pieces does robin have ?,how many pieces does robin have ?,28 13 4,n0 / n2,7
an industrial machine made 13 shirts yesterday and 3 shirts today . it can make 8 shirts a minute . how many minutes did the machine work yesterday ?,an industrial machine made [NUM] shirts yesterday and [NUM] shirts today . it can make [NUM] shirts a minute . how many minutes did the machine work yesterday ?,how many minutes did the machine work yesterday ?,13 3 8,( n0 + n1 ) / n2,2
an industrial machine made 13 shirts yesterday and 3 shirts today . it can make 8 shirts a minute . how many minutes did the machine work today ?,an industrial machine made [NUM] shirts yesterday and [NUM] shirts today . it can make [NUM] shirts a minute . how many minutes did the machine work today ?,how many minutes did the machine work today ?,13 3 8,( n0 + n1 ) / n2,2
an industrial machine can make 6 shirts a minute . it worked for 12 minutes yesterday and for 14 shirts today . how many shirts did machine make today ?,an industrial machine can make [NUM] shirts a minute . it worked for [NUM] minutes yesterday and for [NUM] shirts today . how many shirts did machine make today ?,how many shirts did machine make today ?,6 12 14,n0 * ( n1 + n2 ),156
the ring toss game at the carnival made 120 dollars in the first 20 days and 66 dollars in the remaining 16 days . how much did they make per day in the remaining 20 days at the carnival ?,the ring toss game at the carnival made [NUM] dollars in the first [NUM] days and [NUM] dollars in the remaining [NUM] days . how much did they make per day in the remaining [NUM] days at the carnival ?,how much did they make per day in the remaining [NUM] days at the carnival ?,120 20 66 16 20,n0 / n1,6
