Text,Problem,Question,Numbers,Equation,Answer,Constants
一张桌子52元，一把椅子18元。花园小学要购进50套课桌椅，一共需要多少元？,一张桌子 [NUM] 元，一把椅子 [NUM] 元。花园小学要购进 [NUM] 套课桌椅，一共需要多少元？,一共需要多少元？,52 18 50,( n0 + n1 ) * n2,3500.0,
小猫有47只，比小熊少17只．小猫和小熊一共有多少只？,小猫有 [NUM] 只，比小熊少 [NUM] 只．小猫和小熊一共有多少只？,小猫和小熊一共有多少只？,47 17,( n0 + n1 ) + n0,111.0,
一套故事书36元，李老师买来18套，一共花了多少钱？,一套故事书 [NUM] 元，李老师买来 [NUM] 套，一共花了多少钱？,一共花了多少钱？,36 18,n0 * n1,648.0,
一部相机要867元，一个电饭煲要234元，小明妈妈需要带多少元？,一部相机要 [NUM] 元，一个电饭煲要 [NUM] 元，小明妈妈需要带多少元？,小明妈妈需要带多少元？,867 234,n0 + n1,1101.0,
王英身高1.49米，比妈妈矮0.14米，爸爸比妈妈高0.07米，爸爸有多高？,王英身高 [NUM] 米，比妈妈矮 [NUM] 米，爸爸比妈妈高 [NUM] 米，爸爸有多高？,爸爸有多高？,1.49 0.14 0.07,( n0 + n1 ) + n2,1.7,
水果店运进苹果16筐，每筐重35千克，水果店一共运进苹果多少千克？,水果店运进苹果 [NUM] 筐，每筐重 [NUM] 千克，水果店一共运进苹果多少千克？,水果店一共运进苹果多少千克？,16 35,n0 * n1,560.0,
一幢大楼的一楼是商店，高3.5米，它的上面是7层住宅，每层住宅高2.95米，这幢大楼高多少米？,一幢大楼的一楼是商店，高 [NUM] 米，它的上面是 [NUM] 层住宅，每层住宅高 [NUM] 米，这幢大楼高多少米？,这幢大楼高多少米？,3.5 7 2.95,( n2 * n1 ) + n0,24.15,
从甲地到乙地有480千米，一辆汽车2小时行驶120千米，从甲地出发行驶了7小时还有多少千米能到达乙地？,从甲地到乙地有 [NUM] 千米，一辆汽车 [NUM] 小时行驶 [NUM] 千米，从甲地出发行驶了 [NUM] 小时还有多少千米能到达乙地？,从甲地出发行驶了 [NUM] 小时还有多少千米能到达乙地？,480 2 120 7,n0 - ( ( n2 / n1 ) * n3 ),60.0,
妈妈买一条裤子和4双袜子一共花了60元，一条裤子48元，一双袜子多少元？,妈妈买一条裤子和 [NUM] 双袜子一共花了 [NUM] 元，一条裤子 [NUM] 元，一双袜子多少元？,一双袜子多少元？,4 60 48,( n1 - n2 ) / n0,3.0,
"一项工程,甲队单独完成要11天,乙队单独完成要15天,两队各做5天,一共完成这项工程的几分之几?","一项工程,甲队单独完成要 [NUM] 天,乙队单独完成要 [NUM] 天,两队各做 [NUM] 天,一共完成这项工程的几分之几?",一共完成这项工程的几分之几?,11 15 5,n2 * ( ( x1 / n0 ) + ( x1 / n1 ) ),0.7879,1 1
中心小学五（1）班24名师生照相合影，定价24.5元，含4张照片，另外加印一张是2.5元.全班每人需要一张照片，一共要付多少钱？,中心小学五（ [NUM] ）班 [NUM] 名师生照相合影，定价 [NUM] 元，含 [NUM] 张照片，另外加印一张是 [NUM] 元.全班每人需要一张照片，一共要付多少钱？,一共要付多少钱？,1 24 24.5 4 2.5,( n4 * ( n1 - n3 ) ) + n2,74.5,
"商店运来毛巾75包，每包20条，卖出1380条后,还剩多少条？","商店运来毛巾 [NUM] 包，每包 [NUM] 条，卖出 [NUM] 条后,还剩多少条？",还剩多少条？,75 20 1380,( n0 * n1 ) - n2,120.0,
一张桌子的售价为225元，比一把椅子贵180元。椅子的价钱是多少元？,一张桌子的售价为 [NUM] 元，比一把椅子贵 [NUM] 元。椅子的价钱是多少元？,椅子的价钱是多少元？,225 180,n0 - n1,45.0,
第一食堂三月份烧煤9.36吨，比二月份节约1.47吨，二月份烧煤多少吨？,第一食堂三月份烧煤 [NUM] 吨，比二月份节约 [NUM] 吨，二月份烧煤多少吨？,二月份烧煤多少吨？,9.36 1.47,n0 + n1,10.83,
一共有4500箱，今天已经运送了21车，每车运160箱，还有多少箱没有运？,一共有 [NUM] 箱，今天已经运送了 [NUM] 车，每车运 [NUM] 箱，还有多少箱没有运？,还有多少箱没有运？,4500 21 160,n0 - ( n1 * n2 ),1140.0,
一块长方形菜地，长35米，宽14米，如果每平方米种5棵白菜．这块菜地一共可以种多少棵白菜？,一块长方形菜地，长 [NUM] 米，宽 [NUM] 米，如果每平方米种 [NUM] 棵白菜．这块菜地一共可以种多少棵白菜？,这块菜地一共可以种多少棵白菜？,35 14 5,( n0 * n1 ) * n2,2450.0,
李叔叔家的果园有800棵果树，其中橘子树有163棵，橘子树比桃树少249棵．橘子树和桃树一共有多少棵？,李叔叔家的果园有 [NUM] 棵果树，其中橘子树有 [NUM] 棵，橘子树比桃树少 [NUM] 棵．橘子树和桃树一共有多少棵？,橘子树和桃树一共有多少棵？,800 163 249,( n2 + n1 ) + n1,575.0,
2013年12月的一天，银行外汇牌上显示的汇率是1美元兑换6.11元人民币。当天刘先生用300美元可以兑换多少元人民币？, [NUM] 年 [NUM] 月的一天，银行外汇牌上显示的汇率是 [NUM] 美元兑换 [NUM] 元人民币。当天刘先生用 [NUM] 美元可以兑换多少元人民币？,当天刘先生用 [NUM] 美元可以兑换多少元人民币？,2013 12 1 6.11 300,n4 * n3,1833.0,
一辆客车和一辆货车同时从甲市开往乙市，货车每小时行69千米，客车每小时行85千米，5小时后两车相距多少千米？,一辆客车和一辆货车同时从甲市开往乙市，货车每小时行 [NUM] 千米，客车每小时行 [NUM] 千米， [NUM] 小时后两车相距多少千米？, [NUM] 小时后两车相距多少千米？,69 85 5,( n1 - n0 ) * n2,80.0,
2019年5月，张爷爷把儿子寄来的8000元钱存入银行，存期为3年，利率为2.75%．到期支取时，张爷爷可取回多少钱？, [NUM] 年 [NUM] 月，张爷爷把儿子寄来的 [NUM] 元钱存入银行，存期为 [NUM] 年，利率为 [NUM] ．到期支取时，张爷爷可取回多少钱？,张爷爷可取回多少钱？,2019 5 8000 3 0.0275,( ( n2 * n4 ) * n3 ) + n2,8660.0,
一根木料锯成4段要用12分钟，锯成10段要用几分钟？,一根木料锯成 [NUM] 段要用 [NUM] 分钟，锯成 [NUM] 段要用几分钟？,锯成 [NUM] 段要用几分钟？,4 12 10,( n1 / ( n0 - x1 ) ) * ( n2 - x1 ),36.0,1 1
一件上衣528元，一双皮鞋275元，两样都买需要多少钱？,一件上衣 [NUM] 元，一双皮鞋 [NUM] 元，两样都买需要多少钱？,两样都买需要多少钱？,528 275,n0 + n1,803.0,
一辆汽车每小时行驶75千米，从桐梓到贵阳225千米，需要多少小时？,一辆汽车每小时行驶 [NUM] 千米，从桐梓到贵阳 [NUM] 千米，需要多少小时？,需要多少小时？,75 225,n1 / n0,3.0,
果园收了708kg的葡萄，现在要把这些葡萄装进纸箱运走，每个纸箱最多可以盛下12kg。全部装完至少需要多少个纸箱？,果园收了 [NUM] kg的葡萄，现在要把这些葡萄装进纸箱运走，每个纸箱最多可以盛下 [NUM] kg。全部装完至少需要多少个纸箱？,全部装完至少需要多少个纸箱？,708 12,n0 / n1,59.0,
一列火车有大小相同的车厢16节，每节车厢从里面量长13米，宽2.5米，装煤的高度是1.2米，这列火车每次最多可以运煤多少立方米？,一列火车有大小相同的车厢 [NUM] 节，每节车厢从里面量长 [NUM] 米，宽 [NUM] 米，装煤的高度是 [NUM] 米，这列火车每次最多可以运煤多少立方米？,这列火车每次最多可以运煤多少立方米？,16 13 2.5 1.2,( ( n1 * n2 ) * n3 ) * n0,624.0,
水果店运来300千克梨，运来的橘子是梨的2.5倍。运来的橘子比梨多多少千克？,水果店运来 [NUM] 千克梨，运来的橘子是梨的 [NUM] 倍。运来的橘子比梨多多少千克？,运来的橘子比梨多多少千克？,300 2.5,( n0 * n1 ) - n0,450.0,
明明家有一个长方体金鱼缸，长6分米，宽5分米，高4.5分米．他不小心把鱼缸的右侧面的玻璃打碎了，需要重配一块．玻璃配好后，他往鱼缸内倒入54升水，水深多少分米？,明明家有一个长方体金鱼缸，长 [NUM] 分米，宽 [NUM] 分米，高 [NUM] 分米．他不小心把鱼缸的右侧面的玻璃打碎了，需要重配一块．玻璃配好后，他往鱼缸内倒入 [NUM] 升水，水深多少分米？,水深多少分米？,6 5 4.5 54,( n3 / n0 ) / n1,1.8,
一种洗衣粉有两种规格，大袋净重1.8千克，是小袋净重的1.5倍。小袋的单价是7.3元，比大袋便宜3.2元。小袋净重多少千克？,一种洗衣粉有两种规格，大袋净重 [NUM] 千克，是小袋净重的 [NUM] 倍。小袋的单价是 [NUM] 元，比大袋便宜 [NUM] 元。小袋净重多少千克？,小袋净重多少千克？,1.8 1.5 7.3 3.2,n0 / n1,1.2,
一张长方形纸片，它的长是9厘米，宽是6厘米．如果把它剪成边长为3厘米的小正方形，可以剪几个？,一张长方形纸片，它的长是 [NUM] 厘米，宽是 [NUM] 厘米．如果把它剪成边长为 [NUM] 厘米的小正方形，可以剪几个？,可以剪几个？,9 6 3,( n0 * n1 ) / ( n2 * n2 ),6.0,
小红每分钟走48米，他家到学校共96米。小红从家到学校要走多少分钟？,小红每分钟走 [NUM] 米，他家到学校共 [NUM] 米。小红从家到学校要走多少分钟？,小红从家到学校要走多少分钟？,48 96,n1 / n0,2.0,
在一块面积是450平方米的长方形地里栽土豆，平均0.15平方米栽一株，平均每株收土豆2.9千克，这块土地共收土豆多少千克？,在一块面积是 [NUM] 平方米的长方形地里栽土豆，平均 [NUM] 平方米栽一株，平均每株收土豆 [NUM] 千克，这块土地共收土豆多少千克？,这块土地共收土豆多少千克？,450 0.15 2.9,( n0 / n1 ) * n2,8700.0,
明明2018年12月的收入是7600元，按规定，超过5000元的部分需按3%的税率缴纳个人所得税．明明这个月应缴纳个人所得税多少元？,明明 [NUM] 年 [NUM] 月的收入是 [NUM] 元，按规定，超过 [NUM] 元的部分需按 [NUM] 的税率缴纳个人所得税．明明这个月应缴纳个人所得税多少元？,明明这个月应缴纳个人所得税多少元？,2018 12 7600 5000 0.03,( n2 - n3 ) * n4,78.0,
为创建全省文明城市，寻乌县组建了136个环保小组，每个小组有13人，参加环保小组的一共有多少人？,为创建全省文明城市，寻乌县组建了 [NUM] 个环保小组，每个小组有 [NUM] 人，参加环保小组的一共有多少人？,参加环保小组的一共有多少人？,136 13,n0 * n1,1768.0,
皮鞋厂原计划生产皮鞋4800双，现在要多生产600双，而且要在30天内完工，平均每天要生产多少双？,皮鞋厂原计划生产皮鞋 [NUM] 双，现在要多生产 [NUM] 双，而且要在 [NUM] 天内完工，平均每天要生产多少双？,平均每天要生产多少双？,4800 600 30,( n0 + n1 ) / n2,180.0,
李叔叔家的果园今年收梨389千克，收桔子567千克，收的苹果比梨和桔子的总和多95千克，李叔叔家今年收苹果多少千克？,李叔叔家的果园今年收梨 [NUM] 千克，收桔子 [NUM] 千克，收的苹果比梨和桔子的总和多 [NUM] 千克，李叔叔家今年收苹果多少千克？,李叔叔家今年收苹果多少千克？,389 567 95,( n0 + n1 ) + n2,1051.0,
一盘草莓30个，小红吃了2天吃完，平均每天吃了几个？,一盘草莓 [NUM] 个，小红吃了 [NUM] 天吃完，平均每天吃了几个？,平均每天吃了几个？,30 2,n0 / n1,15.0,
编一个中国结要用丝带1.5米，一卷长18米的丝带最多可以编几个这样的中国结？,编一个中国结要用丝带 [NUM] 米，一卷长 [NUM] 米的丝带最多可以编几个这样的中国结？,一卷长 [NUM] 米的丝带最多可以编几个这样的中国结？,1.5 18,n1 / n0,12.0,
奶牛场有6个牛棚，每个牛棚中有7头奶牛．一天共喂840千克饲料，平均每头奶牛一天喂多少千克饲料？,奶牛场有 [NUM] 个牛棚，每个牛棚中有 [NUM] 头奶牛．一天共喂 [NUM] 千克饲料，平均每头奶牛一天喂多少千克饲料？,平均每头奶牛一天喂多少千克饲料？,6 7 840,n2 / ( n0 * n1 ),20.0,
学校食堂运来一堆煤，计划每天烧60.5千克，8天烧完，实际12天才烧完。实际平均每天烧煤多少千克？(得数保留整千克数),学校食堂运来一堆煤，计划每天烧 [NUM] 千克， [NUM] 天烧完，实际 [NUM] 天才烧完。实际平均每天烧煤多少千克？(得数保留整千克数),实际平均每天烧煤多少千克？(得数保留整千克数),60.5 8 12,( n0 * n1 ) / n2,40.3333,
妈妈买鞋用去125.4元，买袜子用去13.8元，给了售货员150元，还剩多少元？,妈妈买鞋用去 [NUM] 元，买袜子用去 [NUM] 元，给了售货员 [NUM] 元，还剩多少元？,还剩多少元？,125.4 13.8 150,( n2 - n0 ) - n1,10.8,
电动汽车行8.5千米耗电1千瓦时，行100千米耗电多少千瓦时？(得数保留整数),电动汽车行 [NUM] 千米耗电 [NUM] 千瓦时，行 [NUM] 千米耗电多少千瓦时？(得数保留整数),行 [NUM] 千米耗电多少千瓦时？(得数保留整数),8.5 1 100,n2 / n0,11.7647,
一间教室长9米，宽7.2米，如果用边长0.3米的正方形地面砖铺地，一共需要多少块？,一间教室长 [NUM] 米，宽 [NUM] 米，如果用边长 [NUM] 米的正方形地面砖铺地，一共需要多少块？,一共需要多少块？,9 7.2 0.3,( n0 * n1 ) / ( n2 * n2 ),720.0,
星火小学有男生478人，女生436人，已经检查身体的有498人，没有检查身体的有多少人？,星火小学有男生 [NUM] 人，女生 [NUM] 人，已经检查身体的有 [NUM] 人，没有检查身体的有多少人？,没有检查身体的有多少人？,478 436 498,( n0 + n1 ) - n2,416.0,
一块长方形的广告牌的面积是36.4平方米，它的长是8米，这块广告牌的宽是多少米？,一块长方形的广告牌的面积是 [NUM] 平方米，它的长是 [NUM] 米，这块广告牌的宽是多少米？,这块广告牌的宽是多少米？,36.4 8,n0 / n1,4.55,
象的体重是1.5吨，蓝鲸体重是48吨，蓝鲸的体重是象的多少倍？,象的体重是 [NUM] 吨，蓝鲸体重是 [NUM] 吨，蓝鲸的体重是象的多少倍？,蓝鲸的体重是象的多少倍？,1.5 48,n1 / n0,32.0,
铺一间会议室要用356块地砖，铺4间同样大小的会议室，需要多少块地砖？,铺一间会议室要用 [NUM] 块地砖，铺 [NUM] 间同样大小的会议室，需要多少块地砖？,需要多少块地砖？,356 4,n0 * n1,1424.0,
一块正方形菜地的边长是0.95米，若每平方米收菜籽0.4千克．这块菜地的面积有多大？,一块正方形菜地的边长是 [NUM] 米，若每平方米收菜籽 [NUM] 千克．这块菜地的面积有多大？,这块菜地的面积有多大？,0.95 0.4,n0 * n0,0.9025,
一个长方形的游泳池，它的长是50米，是宽的2倍，这个游泳池的面积有多大？,一个长方形的游泳池，它的长是 [NUM] 米，是宽的 [NUM] 倍，这个游泳池的面积有多大？,这个游泳池的面积有多大？,50 2,( n0 / n1 ) * n0,1250.0,
一辆汽车从甲地开往乙地，前2小时行驶了128千米，用同样的速度，又行驶了3.5小时到达乙地．甲、乙两地相距多少千米？,一辆汽车从甲地开往乙地，前 [NUM] 小时行驶了 [NUM] 千米，用同样的速度，又行驶了 [NUM] 小时到达乙地．甲、乙两地相距多少千米？,甲、乙两地相距多少千米？,2 128 3.5,( n1 / n0 ) * ( n0 + n2 ),352.0,
新年快到了，红红准备为自己的好朋友送贺卡，她了解到自己心仪的贺卡每张1.8元，准备了15张贺卡的钱来到商店，发现想买的这种贺卡每张降价0.3元，请你算一算，她现在可以买多少张贺卡？,新年快到了，红红准备为自己的好朋友送贺卡，她了解到自己心仪的贺卡每张 [NUM] 元，准备了 [NUM] 张贺卡的钱来到商店，发现想买的这种贺卡每张降价 [NUM] 元，请你算一算，她现在可以买多少张贺卡？,她现在可以买多少张贺卡？,1.8 15 0.3,( n0 * n1 ) / ( n0 - n2 ),18.0,
卡车以每小时45千米的速度行驶了6小时，小汽车的速度是卡车的3倍，在同样的时间里，小汽车行驶了多少千米？,卡车以每小时 [NUM] 千米的速度行驶了 [NUM] 小时，小汽车的速度是卡车的 [NUM] 倍，在同样的时间里，小汽车行驶了多少千米？,小汽车行驶了多少千米？,45 6 3,( n0 * n2 ) * n1,810.0,
"四中队少先队员为西部失学儿童捐款。第一组8人,共捐款96元;第二组7人,共捐款105元。第二组人均捐款比第一组多多少元？","四中队少先队员为西部失学儿童捐款。第一组 [NUM] 人,共捐款 [NUM] 元;第二组 [NUM] 人,共捐款 [NUM] 元。第二组人均捐款比第一组多多少元？",第二组人均捐款比第一组多多少元？,8 96 7 105,( n3 / n2 ) - ( n1 / n0 ),3.0,
小华去人人乐超市买篮球花了125.9元，还剩下12.3元，小华买东西共带了多少钱？,小华去人人乐超市买篮球花了 [NUM] 元，还剩下 [NUM] 元，小华买东西共带了多少钱？,小华买东西共带了多少钱？,125.9 12.3,n0 + n1,138.2,
暑假里，小莉一家人驾车外出旅游15天，平均每天的行程约165千米，每天费用约320元。他们这次旅游的总行程是多少千米？,暑假里，小莉一家人驾车外出旅游 [NUM] 天，平均每天的行程约 [NUM] 千米，每天费用约 [NUM] 元。他们这次旅游的总行程是多少千米？,他们这次旅游的总行程是多少千米？,15 165 320,n0 * n1,2475.0,
一盒大白兔奶糖30块，3盒这样的奶糖一共多少块？,一盒大白兔奶糖 [NUM] 块， [NUM] 盒这样的奶糖一共多少块？, [NUM] 盒这样的奶糖一共多少块？,30 3,n0 * n1,90.0,
某服装厂计划每天加工服装125件，实际20天加工了3000件，实际每天比计划多加工服装多少件？,某服装厂计划每天加工服装 [NUM] 件，实际 [NUM] 天加工了 [NUM] 件，实际每天比计划多加工服装多少件？,实际每天比计划多加工服装多少件？,125 20 3000,( n2 / n1 ) - n0,25.0,
一间活动室长7.75米，宽6.4米，用边长0.8米的地砖铺地，至少需要多少块？,一间活动室长 [NUM] 米，宽 [NUM] 米，用边长 [NUM] 米的地砖铺地，至少需要多少块？,至少需要多少块？,7.75 6.4 0.8,( n0 * n1 ) / ( n2 * n2 ),77.5,
学校图书室有科技书600本，文艺书的本数是科技书的3倍，故事书比文艺书和科技书的总和少120本。故事书有多少本？( 列综合算式解答),学校图书室有科技书 [NUM] 本，文艺书的本数是科技书的 [NUM] 倍，故事书比文艺书和科技书的总和少 [NUM] 本。故事书有多少本？( 列综合算式解答),故事书有多少本？( 列综合算式解答),600 3 120,( n0 + ( n0 * n1 ) ) - n2,2280.0,
强强8分钟要打720个字，前3分钟打了240个字。要想按时完成任务，以后每分钟要打多少个字？,强强 [NUM] 分钟要打 [NUM] 个字，前 [NUM] 分钟打了 [NUM] 个字。要想按时完成任务，以后每分钟要打多少个字？,以后每分钟要打多少个字？,8 720 3 240,( n1 - n3 ) / ( n0 - n2 ),96.0,
小美喜爱收集明信片，她收集的所有明信片中，风景类占30%，人物类占25%，风景类的张数比人物类的多15张。小美一共收集了多少张明信片？,小美喜爱收集明信片，她收集的所有明信片中，风景类占 [NUM] ，人物类占 [NUM] ，风景类的张数比人物类的多 [NUM] 张。小美一共收集了多少张明信片？,小美一共收集了多少张明信片？,0.3 0.25 15,n2 / ( n0 - n1 ),300.0,
李亮看一本故事书，3天看15页，照这样计算，李亮19天能看多少页？,李亮看一本故事书， [NUM] 天看 [NUM] 页，照这样计算，李亮 [NUM] 天能看多少页？,李亮 [NUM] 天能看多少页？,3 15 19,( n1 / n0 ) * n2,95.0,
小马虎的妈妈买一件上衣花了380元，占这个月家里总支出的20%，而小马虎家有一个规定:一个月用于买食品的钱数不能超过总支出的45%。这个月买食品最多用了多少元？,小马虎的妈妈买一件上衣花了 [NUM] 元，占这个月家里总支出的 [NUM] ，而小马虎家有一个规定:一个月用于买食品的钱数不能超过总支出的 [NUM] 。这个月买食品最多用了多少元？,这个月买食品最多用了多少元？,380 0.2 0.45,( n0 / n1 ) * n2,855.0,
明珠广场长375米，宽80米，面积是多少平方米？,明珠广场长 [NUM] 米，宽 [NUM] 米，面积是多少平方米？,面积是多少平方米？,375 80,n0 * n1,30000.0,
一个苹果园长24米，宽18米．如果每棵苹果树平均占地4平方米，这个苹果园一共可以栽多少棵苹果树？,一个苹果园长 [NUM] 米，宽 [NUM] 米．如果每棵苹果树平均占地 [NUM] 平方米，这个苹果园一共可以栽多少棵苹果树？,这个苹果园一共可以栽多少棵苹果树？,24 18 4,( n0 * n1 ) / n2,108.0,
一个圆柱的体积是12.4立方分米，高是4分米，底面积是多少平方分米？,一个圆柱的体积是 [NUM] 立方分米，高是 [NUM] 分米，底面积是多少平方分米？,底面积是多少平方分米？,12.4 4,n0 / n1,3.1,
"一个大厅长24.8米,宽9.6米,用每块边长0.32米的正方形瓷砖铺地，铺满满需要多少块？","一个大厅长 [NUM] 米,宽 [NUM] 米,用每块边长 [NUM] 米的正方形瓷砖铺地，铺满满需要多少块？",铺满满需要多少块？,24.8 9.6 0.32,( n0 * n1 ) / ( n2 * n2 ),2325.0,
"已知小亮每分钟约打150个字,那么在35分钟内他能打多少字?","已知小亮每分钟约打 [NUM] 个字,那么在 [NUM] 分钟内他能打多少字?",那么在 [NUM] 分钟内他能打多少字?,150 35,n0 * n1,5250.0,
一件裤子28元，一件上衣的价钱是一条裤子的4倍．买一套需要多少元？,一件裤子 [NUM] 元，一件上衣的价钱是一条裤子的 [NUM] 倍．买一套需要多少元？,买一套需要多少元？,28 4,n0 + ( n0 * n1 ),140.0,
小亮看一本故事书，第一天看了28页，第二天看了36页，还剩164页没看．这本故事书一共有多少页？,小亮看一本故事书，第一天看了 [NUM] 页，第二天看了 [NUM] 页，还剩 [NUM] 页没看．这本故事书一共有多少页？,这本故事书一共有多少页？,28 36 164,( n0 + n1 ) + n2,228.0,
一本书有477页，已经看了350页，计算还有多少页没看？,一本书有 [NUM] 页，已经看了 [NUM] 页，计算还有多少页没看？,计算还有多少页没看？,477 350,n0 - n1,127.0,
王大伯家养了35只鹅，养的鸭比鹅多15只，养的鸡的只数是鹅的3倍。养的鸡比鹅多多少只？,王大伯家养了 [NUM] 只鹅，养的鸭比鹅多 [NUM] 只，养的鸡的只数是鹅的 [NUM] 倍。养的鸡比鹅多多少只？,养的鸡比鹅多多少只？,35 15 3,( n0 * n2 ) - n0,70.0,
育才小学三年二班4个小组，每组6人，共植树72棵，平均每人植树多少棵？,育才小学三年二班 [NUM] 个小组，每组 [NUM] 人，共植树 [NUM] 棵，平均每人植树多少棵？,平均每人植树多少棵？,4 6 72,( n2 / n0 ) / n1,3.0,
为了迎接2022年北京冬奥会，全民积极参加到冬季运动中来，滑雪场上，上午来了1000人，中午有162人离开，同时又来了134人，这时滑雪场上一共有多少人？,为了迎接 [NUM] 年北京冬奥会，全民积极参加到冬季运动中来，滑雪场上，上午来了 [NUM] 人，中午有 [NUM] 人离开，同时又来了 [NUM] 人，这时滑雪场上一共有多少人？,这时滑雪场上一共有多少人？,2022 1000 162 134,( n1 - n2 ) + n3,972.0,
鱼塘里养鲤鱼280条，养的鲫鱼比鲤鱼多170条．鱼塘里养鲫鱼多少条？,鱼塘里养鲤鱼 [NUM] 条，养的鲫鱼比鲤鱼多 [NUM] 条．鱼塘里养鲫鱼多少条？,鱼塘里养鲫鱼多少条？,280 170,n0 + n1,450.0,
根据所学知识回答问题。小聪今年12岁；爸爸的年龄是小聪的3倍；爷爷的年龄是小聪爸爸的2倍；小聪的爸爸今年多少岁？,根据所学知识回答问题。小聪今年 [NUM] 岁；爸爸的年龄是小聪的 [NUM] 倍；爷爷的年龄是小聪爸爸的 [NUM] 倍；小聪的爸爸今年多少岁？,小聪的爸爸今年多少岁？,12 3 2,n0 * n1,36.0,
社区有一块面积为252平方米的长方形绿地需要改造，改造后绿地的长不变，宽从9米增加到36米，扩大后绿地的面积是多少？,社区有一块面积为 [NUM] 平方米的长方形绿地需要改造，改造后绿地的长不变，宽从 [NUM] 米增加到 [NUM] 米，扩大后绿地的面积是多少？,扩大后绿地的面积是多少？,252 9 36,n0 * ( n2 / n1 ),1008.0,
新华纺织厂有男职工148人，女职工的人数比男职工的5倍少20人。新华纺织厂共有职工多少人？,新华纺织厂有男职工 [NUM] 人，女职工的人数比男职工的 [NUM] 倍少 [NUM] 人。新华纺织厂共有职工多少人？,新华纺织厂共有职工多少人？,148 5 20,( ( n0 * n1 ) - n2 ) + n0,868.0,
一辆大货车一次能装30筐东西，小货车可以装20筐东西，两辆货车一次共可以装多少筐？,一辆大货车一次能装 [NUM] 筐东西，小货车可以装 [NUM] 筐东西，两辆货车一次共可以装多少筐？,两辆货车一次共可以装多少筐？,30 20,n0 + n1,50.0,
水果店运来26箱橙子，每箱36千克，运来的苹果比橙子多278千克，水果店运来橙子和苹果共多少千克？,水果店运来 [NUM] 箱橙子，每箱 [NUM] 千克，运来的苹果比橙子多 [NUM] 千克，水果店运来橙子和苹果共多少千克？,水果店运来橙子和苹果共多少千克？,26 36 278,( ( n1 * n0 ) + n2 ) + ( n1 * n0 ),2150.0,
李老师家、芳芳家和学校在同一条街上（李老师家和芳芳家在需要两侧），李老师家距学校570米，芳芳家距学校390米．请问芳芳家到李老师家有多远？,李老师家、芳芳家和学校在同一条街上（李老师家和芳芳家在需要两侧），李老师家距学校 [NUM] 米，芳芳家距学校 [NUM] 米．请问芳芳家到李老师家有多远？,请问芳芳家到李老师家有多远？,570 390,n0 + n1,960.0,
"一项工程,甲队单独完成要11天,乙队单独完成要15天,两队各做5天,还剩这项工程的几分之几没有完成?","一项工程,甲队单独完成要 [NUM] 天,乙队单独完成要 [NUM] 天,两队各做 [NUM] 天,还剩这项工程的几分之几没有完成?",还剩这项工程的几分之几没有完成?,11 15 5,x1 - ( n2 * ( ( x1 / n0 ) + ( x1 / n1 ) ) ),0.2121,1 1 1
目前世界上最高的建筑是迪拜的哈利法塔，高度为828米.一幢居民楼高度为18米，哈利法塔的高度是这座居民楼的几倍？,目前世界上最高的建筑是迪拜的哈利法塔，高度为 [NUM] 米.一幢居民楼高度为 [NUM] 米，哈利法塔的高度是这座居民楼的几倍？,哈利法塔的高度是这座居民楼的几倍？,828 18,n0 / n1,46.0,
足球比赛场内，上午来了346名观众，中午有167名观众离开，下午又来了290名观众。下午比赛时，场内有多少名观众？,足球比赛场内，上午来了 [NUM] 名观众，中午有 [NUM] 名观众离开，下午又来了 [NUM] 名观众。下午比赛时，场内有多少名观众？,场内有多少名观众？,346 167 290,( n0 - n1 ) + n2,469.0,
希望小学图书馆有连环画546本，比科技书多168本，科技书有多少本？,希望小学图书馆有连环画 [NUM] 本，比科技书多 [NUM] 本，科技书有多少本？,科技书有多少本？,546 168,n0 - n1,378.0,
清理1吨垃圾15元，张师傅和刘师傅共清除108吨垃圾。张师傅每天清理8吨，工作3天后，刘师傅加入共同用了6天完成了任务。刘师傅应得多少元？,清理 [NUM] 吨垃圾 [NUM] 元，张师傅和刘师傅共清除 [NUM] 吨垃圾。张师傅每天清理 [NUM] 吨，工作 [NUM] 天后，刘师傅加入共同用了 [NUM] 天完成了任务。刘师傅应得多少元？,刘师傅应得多少元？,1 15 108 8 3 6,( n2 - ( n3 * ( n4 + n5 ) ) ) * n1,540.0,
街心广场是一个长50米、宽18米的长方形．在广场中间有一个喷泉，面积是180平方米．现在要在广场上铺地砖，要铺地砖的面积是多少平方米？,街心广场是一个长 [NUM] 米、宽 [NUM] 米的长方形．在广场中间有一个喷泉，面积是 [NUM] 平方米．现在要在广场上铺地砖，要铺地砖的面积是多少平方米？,要铺地砖的面积是多少平方米？,50 18 180,( n0 * n1 ) - n2,720.0,
五三班有51名学生，在四川地震救灾活动中共捐款462元，全班平均每人捐款多少元？,五三班有 [NUM] 名学生，在四川地震救灾活动中共捐款 [NUM] 元，全班平均每人捐款多少元？,全班平均每人捐款多少元？,51 462,n1 / n0,9.0588,
笑笑假期前买了一个背包和一个旅行箱，背包的售价是105元，旅行箱的售价是背包的16倍，旅行箱的售价是多少元？,笑笑假期前买了一个背包和一个旅行箱，背包的售价是 [NUM] 元，旅行箱的售价是背包的 [NUM] 倍，旅行箱的售价是多少元？,旅行箱的售价是多少元？,105 16,n0 * n1,1680.0,
