Text,Problem,Question,Numbers,Equation,Answer
faye and her mom were picking carrots from their garden . faye picked 23 and her mother picked 5 if only 12 of the carrots were good how many bad carrots did they have ?,faye and her mom were picking carrots from their garden . faye picked [NUM] and her mother picked [NUM] if only [NUM] of the carrots were good how many bad carrots did they have ?,how many bad carrots did they have ?,23 5 12,( n0 + n1 ) - n2,16
at the schools book fair sam bought 13 adventure books and 17 mystery books . if 15 of the books were used how many new books did he buy ?,at the schools book fair sam bought [NUM] adventure books and [NUM] mystery books . if [NUM] of the books were used how many new books did he buy ?,how many new books did he buy ?,13 17 15,( n0 + n1 ) - n2,15
amy had 26 music files and 36 video files on her flash drive . if she deleted 48 of the files how many files were still on her flash drive ?,amy had [NUM] music files and [NUM] video files on her flash drive . if she deleted [NUM] of the files how many files were still on her flash drive ?,how many files were still on her flash drive ?,26 36 48,( n0 + n1 ) - n2,14
emily was playing a trivia game . in the first round she scored 16 points and in the second round she scored 33 points . in the last round she lost 48 points . how many points did she have at the end of the game ?,emily was playing a trivia game . in the first round she scored [NUM] points and in the second round she scored [NUM] points . in the last round she lost [NUM] points . how many points did she have at the end of the game ?,how many points did she have at the end of the game ?,16 33 48,( n0 + n1 ) - n2,1
paige had 43 math problems and 12 science problems for homework . if she finished 44 of the problems at school how many problems did she have to do for homework ?,paige had [NUM] math problems and [NUM] science problems for homework . if she finished [NUM] of the problems at school how many problems did she have to do for homework ?,how many problems did she have to do for homework ?,43 12 44,( n0 + n1 ) - n2,11
edward started his own lawn mowing business . in the spring he made 2 dollars mowing lawns and in the summer he made 27 dollars . if he had to spend 5 dollars buying supplies how much money did he end up with ?,edward started his own lawn mowing business . in the spring he made [NUM] dollars mowing lawns and in the summer he made [NUM] dollars . if he had to spend [NUM] dollars buying supplies how much money did he end up with ?,how much money did he end up with ?,2 27 5,( n0 + n1 ) - n2,24
for the school bake sale amy made pastries . she baked 15 cupcakes and 48 cookies . after the sale she had 12 to take back home . how many pastries did she sell ?,for the school bake sale amy made pastries . she baked [NUM] cupcakes and [NUM] cookies . after the sale she had [NUM] to take back home . how many pastries did she sell ?,how many pastries did she sell ?,15 48 12,( n0 + n1 ) - n2,51
while shopping maria bought 35 green towels and 21 white towels . if she gave her mother 34 of them how many towels did maria end up with ?,while shopping maria bought [NUM] green towels and [NUM] white towels . if she gave her mother [NUM] of them how many towels did maria end up with ?,how many towels did maria end up with ?,35 21 34,( n0 + n1 ) - n2,22
there were 17 girls and 32 boys trying out for the schools basketball team . if only 10 of them got called back how many students did n't make the cut ?,there were [NUM] girls and [NUM] boys trying out for the schools basketball team . if only [NUM] of them got called back how many students did n't make the cut ?,how many students did n't make the cut ?,17 32 10,( n0 + n1 ) - n2,39
a waiter at 'the greasy spoon ' restaurant had 39 customers to wait on . during the lunch rush he added another 12 customers . if 49 of the customers did n't leave him a tip how many customers did leave a tip ?,a waiter at 'the greasy spoon ' restaurant had [NUM] customers to wait on . during the lunch rush he added another [NUM] customers . if [NUM] of the customers did n't leave him a tip how many customers did leave a tip ?,how many customers did leave a tip ?,39 12 49,( n0 + n1 ) - n2,2
the school cafeteria ordered 25 red apples and 17 green apples for students lunches . but if only 10 students wanted fruit how many extra did the cafeteria end up with ?,the school cafeteria ordered [NUM] red apples and [NUM] green apples for students lunches . but if only [NUM] students wanted fruit how many extra did the cafeteria end up with ?,how many extra did the cafeteria end up with ?,25 17 10,( n0 + n1 ) - n2,32
cody had 45 dollars . for his birthday he got 9 more dollars but spent 19 on a new game . how much money does he have now ?,cody had [NUM] dollars . for his birthday he got [NUM] more dollars but spent [NUM] on a new game . how much money does he have now ?,how much money does he have now ?,45 9 19,( n0 + n1 ) - n2,35
a chef only had 3 apples so he ordered 2 more bags . if each bag has 9 apples how many apples does he have total ?,a chef only had [NUM] apples so he ordered [NUM] more bags . if each bag has [NUM] apples how many apples does he have total ?,how many apples does he have total ?,3 2 9,( n1 * n2 ) + n0,21
edward earned 8 dollars for every lawn he mowed . if he mowed 5 lawns and he already had 7 dollars saved up how much money does he have total ?,edward earned [NUM] dollars for every lawn he mowed . if he mowed [NUM] lawns and he already had [NUM] dollars saved up how much money does he have total ?,how much money does he have total ?,8 5 7,( n1 * n0 ) + n2,47
at a comic convention janet wanted to buy 8 comics but each one costs 4 dollars plus it costs 2 to even get in . how much money should she take with her so she can get in and buy what she wants ?,at a comic convention janet wanted to buy [NUM] comics but each one costs [NUM] dollars plus it costs [NUM] to even get in . how much money should she take with her so she can get in and buy what she wants ?,how much money should she take with her so she can get in and buy what she wants ?,8 4 2,( n0 * n1 ) + n2,34
olivia had 7 math problems to complete . she spent about 4 minutes on each problem and then she spent 3 minutes checking her answers . how many minutes did she spend total ?,olivia had [NUM] math problems to complete . she spent about [NUM] minutes on each problem and then she spent [NUM] minutes checking her answers . how many minutes did she spend total ?,how many minutes did she spend total ?,7 4 3,( n0 * n1 ) + n2,31
before lunch a waitress had already earned $ 5 in tips . after lunch she had 7 customers and each customer gave her a 2 dollar tip . how much money did she earn total ?,before lunch a waitress had already earned $ [NUM] in tips . after lunch she had [NUM] customers and each customer gave her a [NUM] dollar tip . how much money did she earn total ?,how much money did she earn total ?,5 7 2,( n1 * n2 ) + n0,19
at band practice there were 4 rows of students with 8 students in each row and then another 9 students in the back . how many students were there total ?,at band practice there were [NUM] rows of students with [NUM] students in each row and then another [NUM] students in the back . how many students were there total ?,how many students were there total ?,4 8 9,( n0 * n1 ) + n2,41
while playing a game frank defeated 6 enemies . each enemy earned him 9 points . then he got another 8 points for completing the level . how many points did he earn total ?,while playing a game frank defeated [NUM] enemies . each enemy earned him [NUM] points . then he got another [NUM] points for completing the level . how many points did he earn total ?,how many points did he earn total ?,6 9 8,( n0 * n1 ) + n2,62
wendy 's brother had 6 pieces of candy . wendy had 2 boxes with 3 pieces each . how many pieces did they have total ?,wendy 's brother had [NUM] pieces of candy . wendy had [NUM] boxes with [NUM] pieces each . how many pieces did they have total ?,how many pieces did they have total ?,6 2 3,( n1 * n2 ) + n0,12
a baker made 2 batches of chocolate chip cookies . each batch had 3 cookies in it . then he made an additional 4 oatmeal cookies just in case someone did n't want chocolate chip . how many cookies did he bake total ?,a baker made [NUM] batches of chocolate chip cookies . each batch had [NUM] cookies in it . then he made an additional [NUM] oatmeal cookies just in case someone did n't want chocolate chip . how many cookies did he bake total ?,how many cookies did he bake total ?,2 3 4,( n0 * n1 ) + n2,10
a report said that each day the average youtube viewer watches 2 videos with each video lasting 7 minutes . additionally they also watch 3 minutes of ads . according to the report how many minutes total do people spend on youtube ?,a report said that each day the average youtube viewer watches [NUM] videos with each video lasting [NUM] minutes . additionally they also watch [NUM] minutes of ads . according to the report how many minutes total do people spend on youtube ?,how many minutes total do people spend on youtube ?,2 7 3,( n0 * n1 ) + n2,17
zoe bought an app that cost $ 5 dollars . then each month you have to pay $ 8 to play online . if she played the game online for 2 months how much money would she have spent total for the app and the online access ?,zoe bought an app that cost $ [NUM] dollars . then each month you have to pay $ [NUM] to play online . if she played the game online for [NUM] months how much money would she have spent total for the app and the online access ?,how much money would she have spent total for the app and the online access ?,5 8 2,( n1 * n2 ) + n0,21
adam had 8 boxes of toys . each box had 6 toys . later adam bought 5 more toys . how many toys did he have total ?,adam had [NUM] boxes of toys . each box had [NUM] toys . later adam bought [NUM] more toys . how many toys did he have total ?,how many toys did he have total ?,8 6 5,( n0 * n1 ) + n2,53
a company was offering a special on cell phones for $ 2 each . but only if you spent 7 dollars a month for 4 months . how much would it end up costing you total if you bought 1 phone ?,a company was offering a special on cell phones for $ [NUM] each . but only if you spent [NUM] dollars a month for [NUM] months . how much would it end up costing you total if you bought [NUM] phone ?,how much would it end up costing you total if you bought [NUM] phone ?,2 7 4 1,( n1 * n2 ) + n0,30
at the arcade amy had 6 tickets she saved from the last time she went . this time she played a game 7 times and earned 5 tickets each time she played . how many tickets does she have now ?,at the arcade amy had [NUM] tickets she saved from the last time she went . this time she played a game [NUM] times and earned [NUM] tickets each time she played . how many tickets does she have now ?,how many tickets does she have now ?,6 7 5,( n1 * n2 ) + n0,41
a grocery store had 49 bottles of regular soda and 35 bottles of diet soda . how many bottles did they have total ?,a grocery store had [NUM] bottles of regular soda and [NUM] bottles of diet soda . how many bottles did they have total ?,how many bottles did they have total ?,49 35,n0 + n1,84
while playing a game sam had 92 points . if he scored another 3 points how many points would he have total ?,while playing a game sam had [NUM] points . if he scored another [NUM] points how many points would he have total ?,how many points would he have total ?,92 3,n0 + n1,95
in the first half of a trivia game kaleb scored 43 points . in the second half he scored 23 points . how many points did he score total ?,in the first half of a trivia game kaleb scored [NUM] points . in the second half he scored [NUM] points . how many points did he score total ?,how many points did he score total ?,43 23,n0 + n1,66
mike owned 64 baseball cards . for his birthday he got 18 more . how many cards does mike have total ?,mike owned [NUM] baseball cards . for his birthday he got [NUM] more . how many cards does mike have total ?,how many cards does mike have total ?,64 18,n0 + n1,82
for a party henry spent 45 dollars on food and 33 dollars on drinks . how much did henry spend total ?,for a party henry spent [NUM] dollars on food and [NUM] dollars on drinks . how much did henry spend total ?,how much did henry spend total ?,45 33,n0 + n1,78
a restaurant sold 77 sodas in the morning and 19 in the afternoon . how many sodas did they sell total ?,a restaurant sold [NUM] sodas in the morning and [NUM] in the afternoon . how many sodas did they sell total ?,how many sodas did they sell total ?,77 19,n0 + n1,96
bianca spent 22 minutes drawing at school and 19 minutes drawing at home . how many minutes total did she spend drawing ?,bianca spent [NUM] minutes drawing at school and [NUM] minutes drawing at home . how many minutes total did she spend drawing ?,how many minutes total did she spend drawing ?,22 19,n0 + n1,41
a fast food restaurant sold 58 small hotdogs and 21 large hotdogs . how many hotdogs did they sell total ?,a fast food restaurant sold [NUM] small hotdogs and [NUM] large hotdogs . how many hotdogs did they sell total ?,how many hotdogs did they sell total ?,58 21,n0 + n1,79
henry had $ 54 . later he sold some of his old toys and got another $ 2 . how much money does he have total ?,henry had $ [NUM] . later he sold some of his old toys and got another $ [NUM] . how much money does he have total ?,how much money does he have total ?,54 2,n0 + n1,56
an aquarium had 10 fish in it . later they added 3 fish . how many fish are in the aquarium now ?,an aquarium had [NUM] fish in it . later they added [NUM] fish . how many fish are in the aquarium now ?,how many fish are in the aquarium now ?,10 3,n0 + n1,13
isabel had 68 pieces of candy . her friend gave her 25 more pieces . how many pieces of candy did isabel have total ?,isabel had [NUM] pieces of candy . her friend gave her [NUM] more pieces . how many pieces of candy did isabel have total ?,how many pieces of candy did isabel have total ?,68 25,n0 + n1,93
maria had 50 sheets of paper in her desk and 41 more in her backpack . how many did she have total ?,maria had [NUM] sheets of paper in her desk and [NUM] more in her backpack . how many did she have total ?,how many did she have total ?,50 41,n0 + n1,91
on facebook debby had 63 photos of her friends and 23 photos of her family . how many photos did she have total ?,on facebook debby had [NUM] photos of her friends and [NUM] photos of her family . how many photos did she have total ?,how many photos did she have total ?,63 23,n0 + n1,86
adam had 79 dollars saved up . after doing some chores his mother gave him another 13 dollars . how much money does he have total ?,adam had [NUM] dollars saved up . after doing some chores his mother gave him another [NUM] dollars . how much money does he have total ?,how much money does he have total ?,79 13,n0 + n1,92
at the fair amy started with 33 tickets and then bought 21 more . how many tickets did amy have total ?,at the fair amy started with [NUM] tickets and then bought [NUM] more . how many tickets did amy have total ?,how many tickets did amy have total ?,33 21,n0 + n1,54
mike collected 71 cans to recycle on monday and 27 more on tuesday . how many cans did mike collect all together ?,mike collected [NUM] cans to recycle on monday and [NUM] more on tuesday . how many cans did mike collect all together ?,how many cans did mike collect all together ?,71 27,n0 + n1,98
a baker already had 78 cakes but made 9 extra . how many cakes did the baker have total ?,a baker already had [NUM] cakes but made [NUM] extra . how many cakes did the baker have total ?,how many cakes did the baker have total ?,78 9,n0 + n1,87
a pet store had 64 birds that talked and 13 that did n't . how many birds did the pet store have total ?,a pet store had [NUM] birds that talked and [NUM] that did n't . how many birds did the pet store have total ?,how many birds did the pet store have total ?,64 13,n0 + n1,77
at the zoo zoe took 67 pictures . if her sister took another 17 pictures how many did they take total ?,at the zoo zoe took [NUM] pictures . if her sister took another [NUM] pictures how many did they take total ?,how many did they take total ?,67 17,n0 + n1,84
at the arcade henry had won 58 tickets . later he won 40 more tickets . how many tickets did henry have total ?,at the arcade henry had won [NUM] tickets . later he won [NUM] more tickets . how many tickets did henry have total ?,how many tickets did henry have total ?,58 40,n0 + n1,98
katie had 72 ds games and her friend had 23 games . how many do they have total ?,katie had [NUM] ds games and her friend had [NUM] games . how many do they have total ?,how many do they have total ?,72 23,n0 + n1,95
while exercising paul did 59 push-ups in the morning and 38 more in the afternoon . how many push-ups did paul do total ?,while exercising paul did [NUM] push-ups in the morning and [NUM] more in the afternoon . how many push-ups did paul do total ?,how many push-ups did paul do total ?,59 38,n0 + n1,97
a farmer planted 20 seeds on wednesday and another 2 seeds on thursday . how many seeds did he plant total ?,a farmer planted [NUM] seeds on wednesday and another [NUM] seeds on thursday . how many seeds did he plant total ?,how many seeds did he plant total ?,20 2,n0 + n1,22
haley watched tv for 6 hours on saturday and 3 hours on sunday . how many hours did haley watch tv total ?,haley watched tv for [NUM] hours on saturday and [NUM] hours on sunday . how many hours did haley watch tv total ?,how many hours did haley watch tv total ?,6 3,n0 + n1,9
gwen had 10 fish and her sister had 5 fish . how many fish did they have total ?,gwen had [NUM] fish and her sister had [NUM] fish . how many fish did they have total ?,how many fish did they have total ?,10 5,n0 + n1,15
victor had $ 10 . for his allowance he got another $ 8 . how much money does he have total ?,victor had $ [NUM] . for his allowance he got another $ [NUM] . how much money does he have total ?,how much money does he have total ?,10 8,n0 + n1,18
for halloween frank got 10 pounds of candy and gwen got 7 pounds of candy . what is the combined weight they received ?,for halloween frank got [NUM] pounds of candy and gwen got [NUM] pounds of candy . what is the combined weight they received ?,what is the combined weight they received ?,10 7,n0 + n1,17
a store sold 8 cold drinks and 3 hot drinks . how many drinks did they sell total ?,a store sold [NUM] cold drinks and [NUM] hot drinks . how many drinks did they sell total ?,how many drinks did they sell total ?,8 3,n0 + n1,11
faye had 7 books . if she bought 12 more at a yard sale how many would she have total ?,faye had [NUM] books . if she bought [NUM] more at a yard sale how many would she have total ?,how many would she have total ?,7 12,n0 + n1,19
john has 12 shirts . later he bought 4 more shirts . how many shirts does john have total ?,john has [NUM] shirts . later he bought [NUM] more shirts . how many shirts does john have total ?,how many shirts does john have total ?,12 4,n0 + n1,16
roger went to the movies 15 times last year and 3 times this year . how many times did roger go to the movies all together ?,roger went to the movies [NUM] times last year and [NUM] times this year . how many times did roger go to the movies all together ?,how many times did roger go to the movies all together ?,15 3,n0 + n1,18
olivia picked up 16 pieces of paper from the floor . if edward picked up 3 pieces how many did they pick up total ?,olivia picked up [NUM] pieces of paper from the floor . if edward picked up [NUM] pieces how many did they pick up total ?,how many did they pick up total ?,16 3,n0 + n1,19
victor had 9 books . during the book fair he bought 3 more . how many books did victor have total ?,victor had [NUM] books . during the book fair he bought [NUM] more . how many books did victor have total ?,how many books did victor have total ?,9 3,n0 + n1,12
katie had 12 pencils in her desk and 3 more in her backpack . how many did she have total ?,katie had [NUM] pencils in her desk and [NUM] more in her backpack . how many did she have total ?,how many did she have total ?,12 3,n0 + n1,15
debby had 12 pounds of flour . if she bought another 4 pounds how many pounds would she have total ?,debby had [NUM] pounds of flour . if she bought another [NUM] pounds how many pounds would she have total ?,how many pounds would she have total ?,12 4,n0 + n1,16
jerry owned 7 video games . for his birthday he got 2 more . how many games did jerry have total ?,jerry owned [NUM] video games . for his birthday he got [NUM] more . how many games did jerry have total ?,how many games did jerry have total ?,7 2,n0 + n1,9
there were 10 people on the bus . at the next stop 3 more people got on the bus . how many people are there on the bus now ?,there were [NUM] people on the bus . at the next stop [NUM] more people got on the bus . how many people are there on the bus now ?,how many people are there on the bus now ?,10 3,n0 + n1,13
for halloween faye scored 47 pieces of candy . she ate 25 pieces the first night and then her sister gave her 40 more pieces . how many pieces of candy does faye have now ?,for halloween faye scored [NUM] pieces of candy . she ate [NUM] pieces the first night and then her sister gave her [NUM] more pieces . how many pieces of candy does faye have now ?,how many pieces of candy does faye have now ?,47 25 40,( n0 - n1 ) + n2,62
a waiter had 47 customers to wait on . if 41 customers left and he got another 20 customers how many customers would he have ?,a waiter had [NUM] customers to wait on . if [NUM] customers left and he got another [NUM] customers how many customers would he have ?,how many customers would he have ?,47 41 20,( n0 - n1 ) + n2,26
tiffany was playing a video game and had 43 lives . in a hard part of the game she lost 14 lives . if she got 27 more lives in the next level how many lives would she have ?,tiffany was playing a video game and had [NUM] lives . in a hard part of the game she lost [NUM] lives . if she got [NUM] more lives in the next level how many lives would she have ?,how many lives would she have ?,43 14 27,( n0 - n1 ) + n2,56
a teacher had 38 worksheets to grade . if she graded 4 but then another 15 were turned in how many worksheets would she have to grade ?,a teacher had [NUM] worksheets to grade . if she graded [NUM] but then another [NUM] were turned in how many worksheets would she have to grade ?,how many worksheets would she have to grade ?,38 4 15,( n0 - n1 ) + n2,49
a book store had 4 books in the bargin bin . if they sold 3 books but then put 10 more in the bin how many books would be in the bin ?,a book store had [NUM] books in the bargin bin . if they sold [NUM] books but then put [NUM] more in the bin how many books would be in the bin ?,how many books would be in the bin ?,4 3 10,( n0 - n1 ) + n2,11
bianca had 45 coloring books . if she gave away 6 of them but then bought 20 more how many would she have total ?,bianca had [NUM] coloring books . if she gave away [NUM] of them but then bought [NUM] more how many would she have total ?,how many would she have total ?,45 6 20,( n0 - n1 ) + n2,59
robin had 30 songs on her 3 player . if she deleted 8 old songs from it and then added 10 new songs how many songs does she have on her 3 player ?,robin had [NUM] songs on her [NUM] player . if she deleted [NUM] old songs from it and then added [NUM] new songs how many songs does she have on her [NUM] player ?,how many songs does she have on her [NUM] player ?,30 3 8 10 3,( n0 - n2 ) + n3,32
the school cafeteria had 17 apples . if they used 2 to make lunch for the students and then bought 23 more how many apples would they have ?,the school cafeteria had [NUM] apples . if they used [NUM] to make lunch for the students and then bought [NUM] more how many apples would they have ?,how many apples would they have ?,17 2 23,( n0 - n1 ) + n2,38
nancy picked 12 carrots from her garden . if she threw out 2 of them and then picked 21 more the next day how many carrots would she have total ?,nancy picked [NUM] carrots from her garden . if she threw out [NUM] of them and then picked [NUM] more the next day how many carrots would she have total ?,how many carrots would she have total ?,12 2 21,( n0 - n1 ) + n2,31
"john had 33 socks . if he threw away 19 old ones that did n't fit and bought 13 new ones , how many socks would he have ?","john had [NUM] socks . if he threw away [NUM] old ones that did n't fit and bought [NUM] new ones , how many socks would he have ?",how many socks would he have ?,33 19 13,( n0 - n1 ) + n2,27
zoe had 42 bottles of water in her fridge . if she drank 25 of them and then bought 30 more how many bottles would she have ?,zoe had [NUM] bottles of water in her fridge . if she drank [NUM] of them and then bought [NUM] more how many bottles would she have ?,how many bottles would she have ?,42 25 30,( n0 - n1 ) + n2,47
luke had 48 dollars in january . by march he had spent 11 dollars . if he got another 21 dollars from his mom how much money would he have ?,luke had [NUM] dollars in january . by march he had spent [NUM] dollars . if he got another [NUM] dollars from his mom how much money would he have ?,how much money would he have ?,48 11 21,( n0 - n1 ) + n2,58
a florist had 50 roses . if she sold 15 of them and then later picked 21 more how many roses would she have ?,a florist had [NUM] roses . if she sold [NUM] of them and then later picked [NUM] more how many roses would she have ?,how many roses would she have ?,50 15 21,( n0 - n1 ) + n2,56
a store had 40 oranges in a bin . if they threw away 25 of the old 1 and put 21 new 1 in the bin how many would be in the bin ?,a store had [NUM] oranges in a bin . if they threw away [NUM] of the old [NUM] and put [NUM] new [NUM] in the bin how many would be in the bin ?,how many would be in the bin ?,40 25 1 21 1,( n0 - n1 ) + n3,36
vanessa uploaded 23 pictures from her phone and 7 from her camera to facebook . if she sorted the pics into 5 different albums with the same amount of pics in each album how many pictures were in each of the albums ?,vanessa uploaded [NUM] pictures from her phone and [NUM] from her camera to facebook . if she sorted the pics into [NUM] different albums with the same amount of pics in each album how many pictures were in each of the albums ?,how many pictures were in each of the albums ?,23 7 5,( n0 + n1 ) / n2,6
paul made 44 dollars mowing lawns and 28 dollars weed eating . if he only spent 9 dollar a week how long would the money last him ?,paul made [NUM] dollars mowing lawns and [NUM] dollars weed eating . if he only spent [NUM] dollar a week how long would the money last him ?,how long would the money last him ?,44 28 9,( n0 + n1 ) / n2,8
the school 's baseball team had 2 new players and 22 returning players . if the coach put them into groups with 3 players in each group how many groups would there be ?,the school 's baseball team had [NUM] new players and [NUM] returning players . if the coach put them into groups with [NUM] players in each group how many groups would there be ?,how many groups would there be ?,2 22 3,( n0 + n1 ) / n2,8
chloe and her friends were recycling paper for their class . for every 6 pounds they recycled they earned 1 point . if chloe recycled 28 pounds and her friends recycled 2 pounds how many points did they earn ?,chloe and her friends were recycling paper for their class . for every [NUM] pounds they recycled they earned [NUM] point . if chloe recycled [NUM] pounds and her friends recycled [NUM] pounds how many points did they earn ?,how many points did they earn ?,6 1 28 2,( n2 + n3 ) / n0,5
a pet shelter had 23 puppies when another 2 were brought in . if 5 puppies a day are adopted how long would it take for all of them to be adopted ?,a pet shelter had [NUM] puppies when another [NUM] were brought in . if [NUM] puppies a day are adopted how long would it take for all of them to be adopted ?,how long would it take for all of them to be adopted ?,23 2 5,( n0 + n1 ) / n2,5
haley 's old washing machine could only wash 7 pieces of clothing at a time . if she had to wash 2 shirts and 33 sweaters how many loads would she have to do ?,haley 's old washing machine could only wash [NUM] pieces of clothing at a time . if she had to wash [NUM] shirts and [NUM] sweaters how many loads would she have to do ?,how many loads would she have to do ?,7 2 33,( n1 + n2 ) / n0,5
dave was organizing his baseball cards in a binder with 8 on each page . if he had 3 new cards and 13 old cards to put in the binder how many pages would he use ?,dave was organizing his baseball cards in a binder with [NUM] on each page . if he had [NUM] new cards and [NUM] old cards to put in the binder how many pages would he use ?,how many pages would he use ?,8 3 13,( n1 + n2 ) / n0,2
a vase can hold 9 flowers . if you had 4 carnations and 23 roses how many vases would you need to hold the flowers ?,a vase can hold [NUM] flowers . if you had [NUM] carnations and [NUM] roses how many vases would you need to hold the flowers ?,how many vases would you need to hold the flowers ?,9 4 23,( n1 + n2 ) / n0,3
for homework megan had 36 math problems and 28 spelling problems . if she can finish 8 problems in an hour how long will it take her to finish all the problems ?,for homework megan had [NUM] math problems and [NUM] spelling problems . if she can finish [NUM] problems in an hour how long will it take her to finish all the problems ?,how long will it take her to finish all the problems ?,36 28 8,( n0 + n1 ) / n2,8
gwen 's class is going on a field trip to the zoo . if each van can hold 7 people and there are 33 students and 9 adults going how many vans will they need ?,gwen 's class is going on a field trip to the zoo . if each van can hold [NUM] people and there are [NUM] students and [NUM] adults going how many vans will they need ?,how many vans will they need ?,7 33 9,( n2 + n1 ) / n0,6
while playing at the arcade kaleb won 8 tickets playing 'whack a mole ' and 7 tickets playing 'skee ball ' . if he was trying to buy candy that cost 5 tickets a piece how many could he buy ?,while playing at the arcade kaleb won [NUM] tickets playing 'whack a mole ' and [NUM] tickets playing 'skee ball ' . if he was trying to buy candy that cost [NUM] tickets a piece how many could he buy ?,how many could he buy ?,8 7 5,( n0 + n1 ) / n2,3
chloe was making baggies of cookies with 7 cookies in each bag . if she had 34 chocolate chip cookies and 29 oatmeal cookies how many baggies could she make ?,chloe was making baggies of cookies with [NUM] cookies in each bag . if she had [NUM] chocolate chip cookies and [NUM] oatmeal cookies how many baggies could she make ?,how many baggies could she make ?,7 34 29,( n2 + n1 ) / n0,9
at the town carnival billy rode the ferris wheel 7 times and the bumper cars 3 times . if each ride cost 5 tickets how many tickets did he use ?,at the town carnival billy rode the ferris wheel [NUM] times and the bumper cars [NUM] times . if each ride cost [NUM] tickets how many tickets did he use ?,how many tickets did he use ?,7 3 5,( n0 + n1 ) * n2,50
paul bought 6 boxes of chocolate candy and 4 boxes of caramel candy . if each box has 9 pieces inside it how much candy did he have total ?,paul bought [NUM] boxes of chocolate candy and [NUM] boxes of caramel candy . if each box has [NUM] pieces inside it how much candy did he have total ?,how much candy did he have total ?,6 4 9,( n0 + n1 ) * n2,90
at billy 's restaurant a group with 2 adults and 5 children came in to eat . if each meal cost 3 dollars how much was the bill ?,at billy 's restaurant a group with [NUM] adults and [NUM] children came in to eat . if each meal cost [NUM] dollars how much was the bill ?,how much was the bill ?,2 5 3,( n0 + n1 ) * n2,21
haley 's favorite band was holding a concert where tickets were 4 dollars each . haley bought 3 tickets for herself and her friends and 5 extra tickets in case anyone else wanted to go . how much did she spend ?,haley 's favorite band was holding a concert where tickets were [NUM] dollars each . haley bought [NUM] tickets for herself and her friends and [NUM] extra tickets in case anyone else wanted to go . how much did she spend ?,how much did she spend ?,4 3 5,( n1 + n2 ) * n0,32
tiffany had 6 pages of math homework and 4 pages of reading homework . if each page had 3 problems on it how many problems did she have to complete total ?,tiffany had [NUM] pages of math homework and [NUM] pages of reading homework . if each page had [NUM] problems on it how many problems did she have to complete total ?,how many problems did she have to complete total ?,6 4 3,( n0 + n1 ) * n2,30
zoe was unboxing some of her old winter clothes . she found 8 boxes of clothing and inside each box there were 4 scarves and 6 mittens . how many pieces of winter clothing did zoe have total ?,zoe was unboxing some of her old winter clothes . she found [NUM] boxes of clothing and inside each box there were [NUM] scarves and [NUM] mittens . how many pieces of winter clothing did zoe have total ?,how many pieces of winter clothing did zoe have total ?,8 4 6,( n1 + n2 ) * n0,80
gwen was organizing her book case making sure each of the shelves had exactly 4 books on it . if she had 5 shelves of mystery books and 3 shelves of picture books how many books did she have total ?,gwen was organizing her book case making sure each of the shelves had exactly [NUM] books on it . if she had [NUM] shelves of mystery books and [NUM] shelves of picture books how many books did she have total ?,how many books did she have total ?,4 5 3,( n1 + n2 ) * n0,32
rachel bought 7 new chairs and 3 new tables for her house . if she spent 4 minutes on each piece furniture putting it together how many minutes did it take her to finish ?,rachel bought [NUM] new chairs and [NUM] new tables for her house . if she spent [NUM] minutes on each piece furniture putting it together how many minutes did it take her to finish ?,how many minutes did it take her to finish ?,7 3 4,( n0 + n1 ) * n2,40
a store had 87 coloring books in stock . they ended up putting them on sale and getting rid of 33 of them . the put the 1 they still had onto shelves with 6 on each shelf . how many shelves did they use ?,a store had [NUM] coloring books in stock . they ended up putting them on sale and getting rid of [NUM] of them . the put the [NUM] they still had onto shelves with [NUM] on each shelf . how many shelves did they use ?,how many shelves did they use ?,87 33 1 6,( n0 - n1 ) / n3,9
a waiter had 62 customers in his section . if 17 of them left and the rest of his tables had 9 people at each table how many tables did he have ?,a waiter had [NUM] customers in his section . if [NUM] of them left and the rest of his tables had [NUM] people at each table how many tables did he have ?,how many tables did he have ?,62 17 9,( n0 - n1 ) / n2,5
tom had 36 pieces of clothing to wash. he put 18 of them in 1 load but decided to split the rest into 2 equal loads . how many pieces of clothing could go in each of the small loads ?,tom had [NUM] pieces of clothing to wash. he put [NUM] of them in [NUM] load but decided to split the rest into [NUM] equal loads . how many pieces of clothing could go in each of the small loads ?,how many pieces of clothing could go in each of the small loads ?,36 18 1 2,( n0 - n1 ) / n3,9
mike made 90 dollars mowing lawns over the summer . if he spent 45 dollars buying new mower blades how many 5 dollar games could he buy with the money he had left ?,mike made [NUM] dollars mowing lawns over the summer . if he spent [NUM] dollars buying new mower blades how many [NUM] dollar games could he buy with the money he had left ?,how many [NUM] dollar games could he buy with the money he had left ?,90 45 5,( n0 - n1 ) / n2,9
a pet store had 45 puppies . in 1 day they sold 39 of them and put the rest into cages with 2 in each cage . how many cages did they use ?,a pet store had [NUM] puppies . in [NUM] day they sold [NUM] of them and put the rest into cages with [NUM] in each cage . how many cages did they use ?,how many cages did they use ?,45 1 39 2,( n0 - n2 ) / n3,3
